Date,Cumulative Return
2019-10-30,1.00094084829838
2019-10-31,0.9949254322379422
2019-11-01,1.007061097979582
2019-11-04,1.0164081975487498
2019-11-05,1.017386993081333
2019-11-06,1.017126781534155
2019-11-07,1.0162101069476894
2019-11-08,1.0150339310590624
2019-11-11,1.0140317568229074
2019-11-12,1.014295905250769
2019-11-13,1.009478773784945
2019-11-14,1.010100934479775
2019-11-15,1.013919209880648
2019-11-18,1.011278731782119
2019-11-19,1.012233431738661
2019-11-20,1.0082906450636369
2019-11-21,1.0038000777657181
2019-11-22,1.0060380973214194
2019-11-25,1.0155500253110523
2019-11-26,1.0182542138740556
2019-11-27,1.018564278617442
2019-11-29,1.0125165242296372
2019-12-02,1.0042895824610962
2019-12-03,1.0010723325308921
2019-12-04,1.0077316939265388
2019-12-05,1.0097280855663902
2019-12-06,1.0192032878921
2019-12-09,1.0130431491043743
2019-12-10,1.0115399650313985
2019-12-11,1.0197868707734699
2019-12-12,1.0287802835004178
2019-12-13,1.0252600303099886
2019-12-16,1.0283851499596466
2019-12-17,1.026727526071459
2019-12-18,1.0265622244231858
2019-12-19,1.0280739900174345
2019-12-20,1.03089999434514
2019-12-23,1.0304647867044574
2019-12-24,1.031227853488939
2019-12-26,1.0349957181481955
2019-12-27,1.0354706149413029
2019-12-30,1.0329327015928733
2019-12-31,1.034472382182297
2020-01-02,1.0387634793868874
2020-01-03,1.0352951816395832
2020-01-06,1.0354971756995748
2020-01-07,1.033583160496935
2020-01-08,1.0330857932553632
2020-01-09,1.0336591827627701
2020-01-10,1.0345587175083542
2020-01-13,1.0416616966949952
2020-01-14,1.0421651542139132
2020-01-15,1.0426123725858785
2020-01-16,1.0505694618159405
2020-01-17,1.0525940424508868
2020-01-21,1.049144165237665
2020-01-22,1.0487630171149314
2020-01-23,1.049134721754721
2020-01-24,1.042239165818847
2020-01-27,1.0248312295217905
2020-01-28,1.0321073384754762
2020-01-29,1.0302964596190851
2020-01-30,1.0277415014342164
2020-01-31,1.0095857549483043
2020-02-03,1.0201219157411985
2020-02-04,1.0347861819384339
2020-02-05,1.046916033277196
2020-02-06,1.0461853198809352
2020-02-07,1.0377709066090846
2020-02-10,1.0420308048030362
2020-02-11,1.0537847533641942
2020-02-12,1.0627490567240734
2020-02-13,1.0606553203901323
2020-02-14,1.06033079099216
2020-02-18,1.0555043007366154
2020-02-19,1.060304565285236
2020-02-20,1.0594371084877992
2020-02-21,1.053453489081495
2020-02-24,1.0243527761985287
2020-02-25,0.9954597510797577
2020-02-26,0.9882940925990922
2020-02-27,0.9574611696665956
2020-02-28,0.9395160210367459
2020-03-02,0.9720568613556773
2020-03-03,0.9579661315607896
2020-03-04,0.9873051083406347
2020-03-05,0.9677633528054823
2020-03-06,0.9481140161140361
2020-03-09,0.8707400570316652
2020-03-10,0.895287899394869
2020-03-11,0.858575074583811
2020-03-12,0.7710547756487169
2020-03-13,0.8075640234607652
2020-03-16,0.7096277762523571
2020-03-17,0.7242426644604854
2020-03-18,0.6631978094863241
2020-03-19,0.7142665934747275
2020-03-20,0.6947874763981071
2020-03-23,0.6753481034641045
2020-03-24,0.736009385065318
2020-03-25,0.7638692313058898
2020-03-26,0.7839187158708893
2020-03-27,0.7823167824248087
2020-03-30,0.793318751762393
2020-03-31,0.7941118724036094
2020-04-01,0.7573123385144561
2020-04-02,0.7682254930799556
2020-04-03,0.7595917271293338
2020-04-06,0.8046582094201126
2020-04-07,0.8132133266019399
2020-04-08,0.833012691959463
2020-04-09,0.8510273884330181
2020-04-13,0.8393930002426349
2020-04-14,0.8623382119284114
2020-04-15,0.8414503395421404
2020-04-16,0.8412098830574121
2020-04-17,0.8647961681326398
2020-04-20,0.8548215602987909
2020-04-21,0.8397052673898218
2020-04-22,0.8522965634525383
2020-04-23,0.861563087990224
2020-04-24,0.8718453929023815
2020-04-27,0.8875339095400998
2020-04-28,0.9003424843320498
2020-04-29,0.9258073876464048
2020-04-30,0.908721355412263
2020-05-01,0.8901500927314991
2020-05-04,0.8953407078867274
2020-05-05,0.9018603530015831
2020-05-06,0.8885672664004988
2020-05-07,0.898915727728452
2020-05-08,0.918482709926151
2020-05-11,0.912613953103631
2020-05-12,0.8925724324383517
2020-05-13,0.8739808630148209
2020-05-14,0.8751449060539278
2020-05-15,0.8833901478939105
2020-05-18,0.9216039859720957
2020-05-19,0.9165160268391636
2020-05-20,0.9282574446845266
2020-05-21,0.9248087375973132
2020-05-22,0.9269290363413117
2020-05-26,0.9492226895251548
2020-05-27,0.9723147715003618
2020-05-28,0.9620198815572578
2020-05-29,0.9649549107503641
2020-06-01,0.9760709062302853
2020-06-02,0.9841616609017585
2020-06-03,1.0000142396329696
2020-06-04,0.9972173134201486
2020-06-05,1.019523482425486
2020-06-08,1.0277837531261587
2020-06-09,1.0201527178053271
2020-06-10,1.0097068361414998
2020-06-11,0.9485790306833901
2020-06-12,0.9614762599563228
2020-06-15,0.9707519436768057
2020-06-16,0.9901575480444346
2020-06-17,0.985106093717953
2020-06-18,0.9819325669750287
2020-06-19,0.9758301881827811
2020-06-22,0.9843111878492378
2020-06-23,0.9890456994696503
2020-06-24,0.9658008326909139
2020-06-25,0.9709983273093434
2020-06-26,0.9575679760214109
2020-06-29,0.9730239798821793
2020-06-30,0.9886313240827264
2020-07-01,0.9844635848547689
2020-07-02,0.9919888859452359
2020-07-06,1.0039910419684601
2020-07-07,0.9949235074749772
2020-07-08,1.005027883221128
2020-07-09,0.994056683935805
2020-07-10,1.0018953015072942
2020-07-13,0.9980168831745748
