Date,Cumulative Return
2019-10-30,0.9991670788752439
2019-10-31,0.9959068479173919
2019-11-01,1.0080051834354038
2019-11-04,1.0229730698536512
2019-11-05,1.0227010769885965
2019-11-06,1.0181687880881474
2019-11-07,1.0142097903673817
2019-11-08,1.0128553671765639
2019-11-11,1.0106279030092744
2019-11-12,1.010135729147226
2019-11-13,1.0050054815713807
2019-11-14,1.003624265641656
2019-11-15,1.0050550454312077
2019-11-18,1.000604514483891
2019-11-19,0.9964989347083306
2019-11-20,0.993629313383348
2019-11-21,0.9847669090918811
2019-11-22,0.9866543839888234
2019-11-25,0.9935312647991147
2019-11-26,0.9954818596391284
2019-11-27,1.0023305202252968
2019-11-29,0.996277264867504
2019-12-02,0.9823681616744082
2019-12-03,0.9796112767630492
2019-12-04,0.9826855730890558
2019-12-05,0.98541868716454
2019-12-06,0.9965447061909266
2019-12-09,0.9886638384035454
2019-12-10,0.985250258553989
2019-12-11,0.9928012136031819
2019-12-12,1.0032097653272936
2019-12-13,0.9995810611764638
2019-12-16,0.9961076689256563
2019-12-17,0.9916144364787497
2019-12-18,0.996604701086668
2019-12-19,0.9980856866151231
2019-12-20,1.0061592245805502
2019-12-23,1.0071775937883436
2019-12-24,1.0061266080247244
2019-12-26,1.0089114202132026
2019-12-27,1.0061993887585141
2019-12-30,1.0022855530404347
2019-12-31,1.0006591526687605
2020-01-02,1.0005768021700194
2020-01-03,1.0060589146822976
2020-01-06,1.010927964342634
2020-01-07,1.0218493722606463
2020-01-08,1.0130443748830777
2020-01-09,1.0131143999384837
2020-01-10,1.0171802044184486
2020-01-13,1.0227249402659349
2020-01-14,1.0297109450311177
2020-01-15,1.0297905509332268
2020-01-16,1.034973100396855
2020-01-17,1.0407959557690434
2020-01-21,1.0336098196623296
2020-01-22,1.0305631777521518
2020-01-23,1.0249351560660835
2020-01-24,1.0237202377747978
2020-01-27,1.010917666589434
2020-01-28,1.0207818182288426
2020-01-29,1.0270170872448803
2020-01-30,1.0288821142914533
2020-01-31,1.006840337745813
2020-02-03,1.0141692619589093
2020-02-04,1.0278193844312578
2020-02-05,1.049983760154033
2020-02-06,1.0505051170422073
2020-02-07,1.0422359043787661
2020-02-10,1.050004700857208
2020-02-11,1.069116450313195
2020-02-12,1.082429322482388
2020-02-13,1.0729012734881789
2020-02-14,1.0782318211543154
2020-02-18,1.07555851943746
2020-02-19,1.0777103739470097
2020-02-20,1.0693814306347333
2020-02-21,1.065387719402032
2020-02-24,1.0305253513160981
2020-02-25,0.9941590681299173
2020-02-26,0.9839493792978995
2020-02-27,0.9594479936193654
2020-02-28,0.9388014161289474
2020-03-02,0.9703975286810615
2020-03-03,0.957979961367673
2020-03-04,0.9824044982180921
2020-03-05,0.9710997105968149
2020-03-06,0.9506283018829961
2020-03-09,0.8633292129655334
2020-03-10,0.8941023650651184
2020-03-11,0.8487203011479335
2020-03-12,0.7502965004786502
2020-03-13,0.7826834631193965
2020-03-16,0.691222510286392
2020-03-17,0.7278697076771093
2020-03-18,0.6711701879360286
2020-03-19,0.7083509200096981
2020-03-20,0.6925794503962672
2020-03-23,0.677402182751104
2020-03-24,0.7398878723996615
2020-03-25,0.7596695314437071
2020-03-26,0.7851936085104388
2020-03-27,0.7679905653970647
2020-03-30,0.773824637678106
2020-03-31,0.7776290431433205
2020-04-01,0.7382873862392776
2020-04-02,0.7629677351419182
2020-04-03,0.751379557975665
2020-04-06,0.799276967160291
2020-04-07,0.8035197335588635
2020-04-08,0.8262123937700692
2020-04-09,0.8442681152242915
2020-04-13,0.8272377153437248
2020-04-14,0.8443754666760025
2020-04-15,0.8210556256413091
2020-04-16,0.8261008221041753
2020-04-17,0.8464975122620408
2020-04-20,0.835109867438819
2020-04-21,0.8243166089174017
2020-04-22,0.8386421163967764
2020-04-23,0.856744215319642
2020-04-24,0.8665601333954494
2020-04-27,0.8890974832696755
2020-04-28,0.896375297166442
2020-04-29,0.9341463422255526
2020-04-30,0.9171416766170111
2020-05-01,0.8940515430240105
2020-05-04,0.9038757849668486
2020-05-05,0.9102189018233835
2020-05-06,0.907026640840771
2020-05-07,0.9264888403778662
2020-05-08,0.9425624712672911
2020-05-11,0.9240283709213135
2020-05-12,0.905592435785478
2020-05-13,0.8914741750423192
2020-05-14,0.8973457247202518
2020-05-15,0.9005797906276352
2020-05-18,0.9444288457483504
2020-05-19,0.9379357585750563
2020-05-20,0.9492477336209773
2020-05-21,0.941462492128141
2020-05-22,0.9437533833528226
2020-05-26,0.9632897184583907
2020-05-27,0.9887909082949808
2020-05-28,0.982623210854533
2020-05-29,0.9848730945028663
2020-06-01,0.9920958385623755
2020-06-02,1.0021740905489773
2020-06-03,1.018037097255882
2020-06-04,1.0197996924973967
2020-06-05,1.0394512140936583
2020-06-08,1.0501974255760607
2020-06-09,1.0369765295975348
2020-06-10,1.0346347956998811
2020-06-11,0.9620519951434086
2020-06-12,0.9772338841764497
2020-06-15,0.9871444091439261
2020-06-16,1.0049673209460535
2020-06-17,0.995290853437023
2020-06-18,0.9903051497091774
2020-06-19,0.984177611448402
2020-06-22,0.9945766945697624
2020-06-23,1.0007641055877112
2020-06-24,0.9718490853089883
2020-06-25,0.9793668660884434
2020-06-26,0.9625398454028709
2020-06-29,0.9771610313950603
2020-06-30,0.9910447921031227
2020-07-01,0.9862733823069342
2020-07-02,0.987343725853299
2020-07-06,1.0061302087225745
2020-07-07,0.9955972794853136
2020-07-08,1.009355204044048
2020-07-09,0.9919652798351307
2020-07-10,1.0004664984195442
2020-07-13,0.9937064211020745
